"","Cell","sum(betweenness)"
"5168",5168,11018762
"5169",5169,13584883
"5170",5170,8272014
"5171",5171,6510771
"5172",5172,6030267
"5173",5173,5842504
"5174",5174,5055167
"5175",5175,4518446.79791667
"5176",5176,4277966.64647725
"5177",5177,3185254.22188724
"5178",5178,3192593.58208921
"5179",5179,2808064.22388453
"5180",5180,2226935.34974994
"5181",5181,2752023.44845934
"5182",5182,1419861.14084941
"5183",5183,9977043.53301247
"5184",5184,5729438.94077381
"5185",5185,2162110
"5186",5186,2001751.5
"5187",5187,15180217
"5188",5188,2183565.25
"5189",5189,1849544
"5190",5190,1424487.76585806
"5191",5191,1235804.37563798
"5192",5192,1425388.58791871
"5193",5193,877143.426329048
"5194",5194,655653.741123692
"5195",5195,530455.290550088
"5196",5196,397663.211171171
"5197",5197,557714.818450232
"5198",5198,384232.158727804
"5199",5199,349400.721224691
"5200",5200,281961.812584949
"5201",5201,52429.2140803458
"5202",5202,161606.126800597
"5203",5203,274534.750375641
"5204",5204,384306.174432943
"5205",5205,490133.241081588
"5206",5206,624675.300177683
"5207",5207,722158.832395733
"5208",5208,870883.496992748
"5209",5209,971531.71317695
"5210",5210,1101886.45036598
"5211",5211,1296830.74832835
"5212",5212,1782741.88487174
"5213",5213,1604863
"5214",5214,1536802
"5215",5215,4965548.5
"5216",5216,2771441
"5217",5217,4188069
"5218",5218,3330922
"5219",5219,3825951
"5220",5220,4195295
"5221",5221,4907118
"5222",5222,9517268
"5223",5223,9678183
"5224",5224,6007683
"5225",5225,4937916
"5226",5226,7666155
"5227",5227,28279246
"5228",5228,18453960
"5229",5229,21872599
"5230",5230,20761505
"5231",5231,23446262
"5232",5232,5592743
"5233",5233,9295441
"5234",5234,6089597
"5235",5235,5437307
"5236",5236,7989782
"5237",5237,6571437
"5238",5238,6150154
"5239",5239,6262761
"5240",5240,6762881
"5241",5241,5931483.97297277
"5242",5242,5789984.11143207
"5243",5243,6217454.24830189
"5244",5244,6482280.31636765
"5245",5245,7750345.45493387
"5246",5246,45141828.2693447
"5247",5247,71575736.3692751
"5248",5248,103245419.496301
"5249",5249,108195161.45475
"5250",5250,107793806.818216
"5251",5251,110423613.164965
"5252",5252,110397071.551589
"5253",5253,110466116.133889
"5254",5254,98286204.3881832
"5255",5255,58252488.0135923
"5256",5256,19985908.578815
"5257",5257,20514104.3479534
"5258",5258,12113623.2404402
"5259",5259,12215097.3242362
"5260",5260,12272407.0954125
"5261",5261,12382403.1222444
"5262",5262,12419235.0798187
"5263",5263,12501602.3343319
"5264",5264,12028658.1873718
"5265",5265,11816094
"5266",5266,15393507.5
"5267",5267,12813045
"5268",5268,13901124
"5269",5269,17781773
"5270",5270,13272426
"5271",5271,12079813
"5272",5272,12164362
"5273",5273,11767976
"5274",5274,11715139
"5275",5275,11500284
"5276",5276,11321686
"5277",5277,11371794.0867579
"5278",5278,10696771.8080771
"5279",5279,9979640.11035846
"5280",5280,9818585.93166826
"5281",5281,8517166.7798049
"5282",5282,11531472.9333333
"5283",5283,7063515
"5284",5284,8827298
"5285",5285,4097038
"5286",5286,3794974
"5287",5287,16546115
"5288",5288,3176625.5
"5289",5289,2506033
"5290",5290,2084137
"5291",5291,1891288.732649
"5292",5292,1441197.9374174
"5293",5293,934117.861965789
"5294",5294,681697.940156822
"5295",5295,518181.858188295
"5296",5296,654284.002820007
"5297",5297,174301.439994274
"5298",5298,415852.255221269
"5299",5299,362534.470082363
"5300",5300,313959.070199266
"5301",5301,51662.5988695481
"5302",5302,161015.185178006
"5303",5303,273991.780498176
"5304",5304,381691.957536744
"5305",5305,496344.646904677
"5306",5306,598559.253898904
"5307",5307,744158.630960462
"5308",5308,844310.836471874
"5309",5309,1015653.25838974
"5310",5310,1099778.23949712
"5311",5311,1503915.44166927
"5312",5312,1558278.32632232
"5313",5313,1511616
"5314",5314,1892461
"5315",5315,1997020
"5316",5316,4774637
"5317",5317,2582315
"5318",5318,3649612
"5319",5319,3109502
"5320",5320,6394956
"5321",5321,6268779
"5322",5322,8298210
"5323",5323,9365541
"5324",5324,6072602
"5325",5325,7114614.66666667
"5326",5326,6351537
"5327",5327,29257396
"5328",5328,23206287
"5329",5329,12183594
"5330",5330,19190760
"5331",5331,32048131
"5332",5332,13465069
"5333",5333,17484274
"5334",5334,14834507
"5335",5335,15361413
"5336",5336,17943352
"5337",5337,17466659
"5338",5338,17654659.7628691
"5339",5339,18118463.2070826
"5340",5340,19142780.9594158
"5341",5341,19399932.5170927
"5342",5342,20363201.1673289
"5343",5343,20387719.8249546
"5344",5344,21091658.8272941
"5345",5345,21313867.9526391
"5346",5346,22432461.1610043
"5347",5347,22089415.2281446
"5348",5348,21880752.1200519
"5349",5349,22282147.3501905
"5350",5350,23276769.2956716
"5351",5351,23266925.1749716
"5352",5352,23211258.0755067
"5353",5353,22867196.1186436
"5354",5354,36472417.7488318
"5355",5355,52178185.4216784
"5356",5356,49830537.3620884
"5357",5357,4335570.01789774
"5358",5358,12253422.715763
"5359",5359,5185445.23189289
"5360",5360,5287161.71359226
"5361",5361,5370900.20282317
"5362",5362,5596836.70605192
"5363",5363,5718324.94615196
"5364",5364,5501254.28031486
"5365",5365,5411554
"5366",5366,7845235
"5367",5367,6093989
"5368",5368,6932072
"5369",5369,9572786
"5370",5370,5020840
"5371",5371,4213976
"5372",5372,3658126
"5373",5373,3605012
"5374",5374,3842290
"5375",5375,3889622
"5376",5376,3850375
"5377",5377,3310965
"5378",5378,3154429.08333333
"5379",5379,3594183
"5380",5380,2963871.41666667
"5381",5381,5972625
"5382",5382,3690656
"5383",5383,3847042
"5384",5384,7400121
"5385",5385,2714476
"5386",5386,2862681
"5387",5387,15964581
"5388",5388,2957145
"5389",5389,3401707
"5390",5390,2768134
"5391",5391,1780612.31061563
"5392",5392,1637521.72092193
"5393",5393,1042040.71751397
"5394",5394,660417.127892421
"5395",5395,769108.653291912
"5396",5396,507306.345583807
"5397",5397,437007.874335703
"5398",5398,230603.99612326
"5399",5399,380798.896588855
"5400",5400,347482.816940554
"5401",5401,51027.0280470102
"5402",5402,123059.089043492
"5403",5403,197920.545464596
"5404",5404,307829.331670105
"5405",5405,416622.901127143
"5406",5406,536077.109510044
"5407",5407,644057.341943201
"5408",5408,796053.074303007
"5409",5409,928485.589064369
"5410",5410,1075713.29822175
"5411",5411,1383154.19335867
"5412",5412,1402318.13195359
"5413",5413,1585113
"5414",5414,1744486
"5415",5415,2704044
"5416",5416,3232672
"5417",5417,3990561
"5418",5418,3821766
"5419",5419,5536758
"5420",5420,5926855
"5421",5421,4358555
"5422",5422,7839544
"5423",5423,8385149
"5424",5424,6990432.74248268
"5425",5425,6329420.4505362
"5426",5426,19701631.0687265
"5427",5427,16247470
"5428",5428,18565945
"5429",5429,12053416
"5430",5430,10431714
"5431",5431,38183935
"5432",5432,8151541
"5433",5433,11309120
"5434",5434,8835226
"5435",5435,8217728
"5436",5436,10826800
"5437",5437,10573855.0742151
"5438",5438,9659307.36359227
"5439",5439,9558296.64024861
"5440",5440,10189870.9449651
"5441",5441,10387669.3035236
"5442",5442,11031505.2614573
"5443",5443,11398617.7531352
"5444",5444,11077171.9975841
"5445",5445,11372449.3893405
"5446",5446,11150875.6782546
"5447",5447,11547409.2979981
"5448",5448,11741764.875325
"5449",5449,11669328.0112188
"5450",5450,12010003.1032993
"5451",5451,11924420.2560856
"5452",5452,11737171.6984673
"5453",5453,11511050.0675354
"5454",5454,11868974.317313
"5455",5455,35071761.4506978
"5456",5456,50584675.3152577
"5457",5457,55496936.1911247
"5458",5458,9889868.32489663
"5459",5459,16529044.972868
"5460",5460,13597071.3913909
"5461",5461,13728689.9082188
"5462",5462,13962870.6408524
"5463",5463,14247545.1597465
"5464",5464,13886705.5809382
"5465",5465,14024986
"5466",5466,16391802
"5467",5467,15295411
"5468",5468,17783609
"5469",5469,21013843
"5470",5470,15398214
"5471",5471,16751554
"5472",5472,11899358
"5473",5473,11007370
"5474",5474,10493159
"5475",5475,9767275
"5476",5476,8791724
"5477",5477,8147367
"5478",5478,8082123
"5479",5479,7558736
"5480",5480,8333408
"5481",5481,5946250
"5482",5482,4651086
"5483",5483,5526408
"5484",5484,9040547
"5485",5485,3991552
"5486",5486,4001136
"5487",5487,16915432
"5488",5488,5352173
"5489",5489,3761194
"5490",5490,2473660
"5491",5491,2148914
"5492",5492,2164333.66147674
"5493",5493,1709421.1444425
"5494",5494,1456956.58435266
"5495",5495,878091.959597201
"5496",5496,503822.109749868
"5497",5497,469076.566025797
"5498",5498,531445.173514958
"5499",5499,410736.554312813
"5500",5500,381116.32556873
"5501",5501,13229.9890102077
"5502",5502,85273.194945379
"5503",5503,159993.637689344
"5504",5504,232002.796992642
"5505",5505,343378.748959431
"5506",5506,452241.351419039
"5507",5507,580207.19519688
"5508",5508,694909.04654807
"5509",5509,884860.813085558
"5510",5510,1151027.68365573
"5511",5511,1271319.93039367
"5512",5512,1296381
"5513",5513,1420307
"5514",5514,1620213
"5515",5515,2012534
"5516",5516,4139357
"5517",5517,2813450
"5518",5518,6662125
"5519",5519,4473345
"5520",5520,5198648
"5521",5521,5966666
"5522",5522,7738695
"5523",5523,10701200.5777281
"5524",5524,7836895.69457181
"5525",5525,21050317.0758467
"5526",5526,16330863.3698662
"5527",5527,8988220.1868799
"5528",5528,20089360
"5529",5529,16565964
"5530",5530,12449107
"5531",5531,40233284
"5532",5532,11440185
"5533",5533,15939375
"5534",5534,11973080
"5535",5535,12529531
"5536",5536,16381607.1666667
"5537",5537,14396509.6287343
"5538",5538,13897253.5271639
"5539",5539,14602167.6573895
"5540",5540,15692234.800251
"5541",5541,15654473.4681801
"5542",5542,15130918.4866889
"5543",5543,14943250.8335269
"5544",5544,15045607.5924038
"5545",5545,14637007.963334
"5546",5546,14911673.475001
"5547",5547,14790016.998345
"5548",5548,14700013.4885189
"5549",5549,14766050.5543652
"5550",5550,14741974.5122146
"5551",5551,14727777.1691776
"5552",5552,14868584.8796833
"5553",5553,15197931.6371216
"5554",5554,15352586.383354
"5555",5555,15983676.1526131
"5556",5556,39046904.6114584
"5557",5557,53944831.7131312
"5558",5558,47972221.1299856
"5559",5559,2432216.58805991
"5560",5560,5446556.376276
"5561",5561,5042391.12519753
"5562",5562,5321061.4452798
"5563",5563,5580772.57176717
"5564",5564,5351878.67396909
"5565",5565,5283975
"5566",5566,7874554
"5567",5567,6599407
"5568",5568,11985548
"5569",5569,6540640
"5570",5570,4428394
"5571",5571,3983738
"5572",5572,6399202
"5573",5573,3686633
"5574",5574,3891387
"5575",5575,3339719
"5576",5576,2932181
"5577",5577,3186592
"5578",5578,3169045
"5579",5579,3981592
"5580",5580,4194803
"5581",5581,3151447
"5582",5582,4644924
"5583",5583,7403694
"5584",5584,3175609
"5585",5585,5457387
"5586",5586,9276178
"5587",5587,12013626
"5588",5588,3140244
"5589",5589,1653386
"5590",5590,1535862
"5591",5591,1103651
"5592",5592,1215124.55558049
"5593",5593,852454.092277573
"5594",5594,699676.75680363
"5595",5595,567224.260249801
"5596",5596,535125.458688199
"5597",5597,303529.726993622
"5598",5598,433910.447183893
"5599",5599,444161.63198107
"5600",5600,414878.54501883
"5601",5601,12891.4515861616
"5602",5602,84873.0675033429
"5603",5603,159064.836312396
"5604",5604,268768.13684924
"5605",5605,376347.440355016
"5606",5606,489207.552989384
"5607",5607,605256.337036288
"5608",5608,735142.054239574
"5609",5609,897896.926814863
"5610",5610,1080404.95617559
"5611",5611,1384339
"5612",5612,1626737
"5613",5613,1636993
"5614",5614,1642515
"5615",5615,2951153
"5616",5616,2390922
"5617",5617,4891318
"5618",5618,4083830
"5619",5619,6364344
"5620",5620,5238369
"5621",5621,5310514
"5622",5622,6069994.7543728
"5623",5623,8979383.59822895
"5624",5624,21411778.0264294
"5625",5625,13507420.1689845
"5626",5626,6993705.9168785
"5627",5627,9685501.16217424
"5628",5628,20128612
"5629",5629,17445353
"5630",5630,10842634
"5631",5631,30645073
"5632",5632,17401973
"5633",5633,12871266
"5634",5634,10167037
"5635",5635,11098084
"5636",5636,11711050.8333333
"5637",5637,10556388.7137173
"5638",5638,10384528.7130414
"5639",5639,11184909.0937982
"5640",5640,11351060.064192
"5641",5641,11040272.8377244
"5642",5642,11450565.7226666
"5643",5643,11431405.1293707
"5644",5644,11428433.9718847
"5645",5645,11574887.8108956
"5646",5646,11174137.03194
"5647",5647,11397244.6148162
"5648",5648,11456061.9632659
"5649",5649,11299467.6520727
"5650",5650,11370890.1136613
"5651",5651,11284075.7873268
"5652",5652,11276617.9861769
"5653",5653,11382948.4181102
"5654",5654,11721162.7712715
"5655",5655,10908322.6845464
"5656",5656,3978714.82628598
"5657",5657,27699965.1805081
"5658",5658,54070382.798761
"5659",5659,47889088.0642555
"5660",5660,5093595.95628573
"5661",5661,5663026.57110113
"5662",5662,5473911.48688935
"5663",5663,5769120.81061054
"5664",5664,5501752.33333333
"5665",5665,5554645
"5666",5666,5631773
"5667",5667,8853514
"5668",5668,8843273
"5669",5669,7822270
"5670",5670,7107340
"5671",5671,5866745
"5672",5672,5709991
"5673",5673,5981675
"5674",5674,6981975
"5675",5675,5037266
"5676",5676,4722217
"5677",5677,4555378
"5678",5678,5430450
"5679",5679,5717338
"5680",5680,4542461
"5681",5681,4617618
"5682",5682,10295311
"5683",5683,4491255
"5684",5684,4757261
"5685",5685,14758767
"5686",5686,5449730
"5687",5687,11932378
"5688",5688,1688601
"5689",5689,1473817
"5690",5690,1330176
"5691",5691,1111800
"5692",5692,1212870.18836663
"5693",5693,838253.909176937
"5694",5694,707684.935065112
"5695",5695,675219.051510658
"5696",5696,345002.183345771
"5697",5697,364648.617987226
"5698",5698,456622.738168181
"5699",5699,478402.908854959
"5700",5700,451633
"5701",5701,12608.3363426579
"5702",5702,84591.8272810781
"5703",5703,158415.775017407
"5704",5704,230945.276654769
"5705",5705,343113.992456469
"5706",5706,449506.840112678
"5707",5707,568130.509347214
"5708",5708,691987.497373052
"5709",5709,927540.675372237
"5710",5710,1161816.8750823
"5711",5711,1425573
"5712",5712,1697336
"5713",5713,1618146
"5714",5714,2551279
"5715",5715,2394478
"5716",5716,5006092
"5717",5717,4221567
"5718",5718,4828231
"5719",5719,5744852
"5720",5720,5493866
"5721",5721,3452402.05
"5722",5722,4282566.55880365
"5723",5723,21791070.1087948
"5724",5724,10964694.8907051
"5725",5725,4498887.5491598
"5726",5726,5613180.80108779
"5727",5727,9296498.30452277
"5728",5728,18926543
"5729",5729,11322695
"5730",5730,6566193
"5731",5731,22862511
"5732",5732,6495693
"5733",5733,15816671
"5734",5734,6506786
"5735",5735,3590356
"5736",5736,5455145
"5737",5737,4519155
"5738",5738,4087350
"5739",5739,3974378.37767149
"5740",5740,3355911.04819237
"5741",5741,2141353.18631617
"5742",5742,1618727.31703419
"5743",5743,1725758.20676415
"5744",5744,1756350.19956845
"5745",5745,1750245.7882561
"5746",5746,1947443.35972752
"5747",5747,1697107.40740976
"5748",5748,1717544.47695214
"5749",5749,1743435.65762079
"5750",5750,1591460.45003161
"5751",5751,1671262.26089512
"5752",5752,1539173.70136084
"5753",5753,1552981.03114136
"5754",5754,1303346.81167946
"5755",5755,2614184.54758545
"5756",5756,9696304.2399633
"5757",5757,2832690.12014867
"5758",5758,26607306.9137902
"5759",5759,53164550.8536603
"5760",5760,44045633.2764548
"5761",5761,37480640.3158977
"5762",5762,38228289.2732276
"5763",5763,38228278.4741277
"5764",5764,36920642
"5765",5765,3346049
"5766",5766,3535520
"5767",5767,4432355
"5768",5768,8074452
"5769",5769,5867079
"5770",5770,4219608
"5771",5771,4819722
"5772",5772,3899716
"5773",5773,4024473
"5774",5774,4290223
"5775",5775,3692411
"5776",5776,3225791
"5777",5777,3957504
"5778",5778,4528576
"5779",5779,3610382
"5780",5780,3641111
"5781",5781,3409622
"5782",5782,9417910
"5783",5783,3727674
"5784",5784,8633803
"5785",5785,3930573
"5786",5786,9344208
"5787",5787,4699483
"5788",5788,1542543
"5789",5789,1325747
"5790",5790,1205658
"5791",5791,1004344
"5792",5792,1124130.37766332
"5793",5793,830985.901210018
"5794",5794,789785.466144666
"5795",5795,442755.961363017
"5796",5796,424558.615308497
"5797",5797,362007.153003267
"5798",5798,494636
"5799",5799,515296
"5800",5800,488558
"5801",5801,49704.7049236513
"5802",5802,121652.30418276
"5803",5803,195004.73576864
"5804",5804,304661.350574803
"5805",5805,414635.503910507
"5806",5806,525309.055865001
"5807",5807,636289.137633793
"5808",5808,762086.564099794
"5809",5809,1082441.2160983
"5810",5810,1274027.42694275
"5811",5811,1437692
"5812",5812,1428836
"5813",5813,2208369
"5814",5814,1833984
"5815",5815,3702819
"5816",5816,2593397
"5817",5817,3000577
"5818",5818,3039227
"5819",5819,4189505
"5820",5820,3580194
"5821",5821,5275385.3297234
"5822",5822,19989955.8348686
"5823",5823,10420560.3342876
"5824",5824,4067427.62947382
"5825",5825,4958230.83741654
"5826",5826,8436628.27320467
"5827",5827,9912746.39023377
"5828",5828,14464254
"5829",5829,10938013
"5830",5830,6691189
"5831",5831,21233415
"5832",5832,7223692
"5833",5833,16505803
"5834",5834,4019988
"5835",5835,4058130
"5836",5836,5747352
"5837",5837,4897188
"5838",5838,4012563.5
"5839",5839,3074308
"5840",5840,2494504.4875449
"5841",5841,1623832.33052126
"5842",5842,1431771.30008821
"5843",5843,1103362.73028308
"5844",5844,853678.117418823
"5845",5845,818246.878834368
"5846",5846,798879.529058893
"5847",5847,800638.810978026
"5848",5848,629588.620391107
"5849",5849,598133.666324124
"5850",5850,600061.097651972
"5851",5851,528362.311705493
"5852",5852,642676.714177578
"5853",5853,438154.5891141
"5854",5854,971879.561129158
"5855",5855,970242.188857521
"5856",5856,2635961.18102668
"5857",5857,10121313.3879021
"5858",5858,2833899.19715238
"5859",5859,25135523.5470099
"5860",5860,52713867.0739242
"5861",5861,18530016.3252371
"5862",5862,13547042.6995794
"5863",5863,12229352
"5864",5864,11515401
"5865",5865,43852200
"5866",5866,4390529
"5867",5867,5092811
"5868",5868,8173962
"5869",5869,10210375
"5870",5870,5448325
"5871",5871,5310846.33333333
"5872",5872,4946233.66666667
"5873",5873,4534746
"5874",5874,4208380
"5875",5875,5118949
"5876",5876,4119379
"5877",5877,4608597
"5878",5878,3753701
"5879",5879,3923694
"5880",5880,4224695
"5881",5881,4637756
"5882",5882,8423547
"5883",5883,8169036
"5884",5884,5130981
"5885",5885,12695582
"5886",5886,2455570
"5887",5887,2534509
"5888",5888,1686000
"5889",5889,1302930
"5890",5890,1399983
"5891",5891,1095282
"5892",5892,1156080.17291667
"5893",5893,909427.905942291
"5894",5894,628364.636898213
"5895",5895,501804.507083447
"5896",5896,362647.711683192
"5897",5897,366111
"5898",5898,534296
"5899",5899,539798
"5900",5900,525331
"5901",5901,49499.5820116596
"5902",5902,158824.70301583
"5903",5903,268921.33463586
"5904",5904,378529.487227346
"5905",5905,488139.532164663
"5906",5906,597836.160073289
"5907",5907,713087.274499411
"5908",5908,836287.87674456
"5909",5909,1180750.0826783
"5910",5910,1308232.96694908
"5911",5911,1325815
"5912",5912,1834383
"5913",5913,1570069
"5914",5914,2709497
"5915",5915,3456214
"5916",5916,2502492
"5917",5917,2909196
"5918",5918,3029308
"5919",5919,3278238
"5920",5920,4671780.84772819
"5921",5921,20663888.0726473
"5922",5922,10735701.0457159
"5923",5923,3367850.0868242
"5924",5924,4792052.53393359
"5925",5925,7623982.09801524
"5926",5926,10227054.7110506
"5927",5927,7727508
"5928",5928,16600367
"5929",5929,15416328
"5930",5930,5894514
"5931",5931,22257104
"5932",5932,9563195
"5933",5933,14993333
"5934",5934,4648397
"5935",5935,4856863
"5936",5936,6716787
"5937",5937,5438662.5
"5938",5938,3582336
"5939",5939,3435178.5
"5940",5940,1657566.2229983
"5941",5941,1284977.59242027
"5942",5942,1220938.85788897
"5943",5943,1034141.19717282
"5944",5944,762802.509634084
"5945",5945,625312.04180615
"5946",5946,551996.06720144
"5947",5947,571193.506330533
"5948",5948,463917.921603563
"5949",5949,438644.249418766
"5950",5950,429540.081363466
"5951",5951,413310.507786298
"5952",5952,303298.907111317
"5953",5953,529222.587814487
"5954",5954,486034.480319139
"5955",5955,1160070.2644668
"5956",5956,1104391.4092573
"5957",5957,3207598.46068172
"5958",5958,10279466.2213773
"5959",5959,3282693.942408
"5960",5960,23353518.2987162
"5961",5961,41789598.7244253
"5962",5962,6580276
"5963",5963,3010033
"5964",5964,2660114
"5965",5965,2624362
"5966",5966,41571352
"5967",5967,5506407
"5968",5968,6518707
"5969",5969,8758033
"5970",5970,8472387
"5971",5971,5567047
"5972",5972,7360114
"5973",5973,4852483
"5974",5974,4747363
"5975",5975,6330367
"5976",5976,5538361
"5977",5977,3786945
"5978",5978,7241187
"5979",5979,3863071
"5980",5980,3743153
"5981",5981,3953018
"5982",5982,15248368
"5983",5983,4203200
"5984",5984,9503610
"5985",5985,3460798
"5986",5986,3683592
"5987",5987,3313686
"5988",5988,2216433
"5989",5989,2019460
"5990",5990,1462783
"5991",5991,1292627
"5992",5992,1408225.25
"5993",5993,784847.809523809
"5994",5994,586154.285714286
"5995",5995,427019.761904762
"5996",5996,368427
"5997",5997,362440
"5998",5998,536212
"5999",5999,552085
"6000",6000,574283
"6001",6001,49335.4642645018
"6002",6002,158693.657162084
"6003",6003,268602.854865705
"6004",6004,378406.850638035
"6005",6005,488388.312666793
"6006",6006,598547.860990452
"6007",6007,713658.114436962
"6008",6008,1004261.12039971
"6009",6009,1167313.62000993
"6010",6010,1160115.02171362
"6011",6011,1465948
"6012",6012,1508268
"6013",6013,2450429
"6014",6014,2090542
"6015",6015,3459945
"6016",6016,5230837
"6017",6017,2198369
"6018",6018,3159318
"6019",6019,4055548.66666667
"6020",6020,20673807.4825304
"6021",6021,3808850.99129139
"6022",6022,9459456.28305564
"6023",6023,5164623.73161183
"6024",6024,6834926.73397018
"6025",6025,7838938.93010192
"6026",6026,6310132.94193761
"6027",6027,7338525
"6028",6028,15776808
"6029",6029,11383311
"6030",6030,5263736
"6031",6031,22882834
"6032",6032,8118101
"6033",6033,15255825
"6034",6034,4992673
"6035",6035,7214811
"6036",6036,7645583
"6037",6037,5318168
"6038",6038,3415458.5
"6039",6039,1939088
"6040",6040,1457810.21430184
"6041",6041,1007683.81607871
"6042",6042,949570.47621159
"6043",6043,838005.435401155
"6044",6044,788889.8552517
"6045",6045,635429.764179052
"6046",6046,536782.546720307
"6047",6047,471562.99228621
"6048",6048,536567.377638179
"6049",6049,422218.063407353
"6050",6050,384047.533513685
"6051",6051,343446.816986057
"6052",6052,394505.06165409
"6053",6053,414120.397258817
"6054",6054,525817.776615369
"6055",6055,903736.540692224
"6056",6056,1211714.06281966
"6057",6057,1962914.20854291
"6058",6058,3206689.90226868
"6059",6059,10813458.8635498
"6060",6060,2568984.70487177
"6061",6061,22536934.7628696
"6062",6062,42162403
"6063",6063,6666183
"6064",6064,2766308
"6065",6065,2513846
"6066",6066,3042543
"6067",6067,40116689
"6068",6068,8098289
"6069",6069,9739229
"6070",6070,10766673
"6071",6071,6396207
"6072",6072,8690871.33333333
"6073",6073,6126468
"6074",6074,6509748
"6075",6075,23169964
"6076",6076,5054801
"6077",6077,5873942
"6078",6078,7765469
"6079",6079,3888910
"6080",6080,5204198
"6081",6081,9614434
"6082",6082,8922441.73333333
"6083",6083,9096172
"6084",6084,3754969
"6085",6085,2231723
"6086",6086,2229076
"6087",6087,2079304
"6088",6088,1292524
"6089",6089,1332172
"6090",6090,1143417.5
"6091",6091,919398
"6092",6092,998082.333333333
"6093",6093,705051
"6094",6094,525472
"6095",6095,460567
"6096",6096,370491
"6097",6097,408717
"6098",6098,569589
"6099",6099,598775
"6100",6100,760204
"6101",6101,49208.6911688834
"6102",6102,158668.133867585
"6103",6103,268256.502393472
"6104",6104,377857.281738433
"6105",6105,487728.845450196
"6106",6106,598547.011564754
"6107",6107,714821.315815035
"6108",6108,999366.488679126
"6109",6109,1017402.090372
"6110",6110,1302377.69467117
"6111",6111,1589944
"6112",6112,2387924
"6113",6113,1957639
"6114",6114,2230811
"6115",6115,2451316
"6116",6116,2889133
"6117",6117,3745931
"6118",6118,2630867
"6119",6119,20384251
"6120",6120,3184952.91128392
"6121",6121,7788644.25573597
"6122",6122,5001072.22803894
"6123",6123,6769750.17038553
"6124",6124,9827654.84733385
"6125",6125,3497523.3327507
"6126",6126,4832243.88544942
"6127",6127,8498260
"6128",6128,14929784
"6129",6129,23926436
"6130",6130,6433700
"6131",6131,21369543
"6132",6132,7266611
"6133",6133,16985485
"6134",6134,8938745
"6135",6135,4522029
"6136",6136,5853186
"6137",6137,3334935
"6138",6138,2056790
"6139",6139,1690944
"6140",6140,1097228.37247846
"6141",6141,1145287.89751736
"6142",6142,802324.022885599
"6143",6143,683546.336058135
"6144",6144,604364.825475155
"6145",6145,518483.872814899
"6146",6146,461470.407943844
"6147",6147,421841.042130591
"6148",6148,386377.229233127
"6149",6149,423952.835813022
"6150",6150,318033.827702885
"6151",6151,348713.929679025
"6152",6152,361448.886467286
"6153",6153,401970.223755608
"6154",6154,474355.952564963
"6155",6155,851198.350552856
"6156",6156,1163738.74840211
"6157",6157,1864307.25997977
"6158",6158,2220220.11683788
"6159",6159,3429066.13803672
"6160",6160,10093804.7450856
"6161",6161,4178960.13456849
"6162",6162,20709521
"6163",6163,42037971
"6164",6164,6364864
"6165",6165,3011508
"6166",6166,3604943
"6167",6167,4806178
"6168",6168,35271694
"6169",6169,13834190
"6170",6170,8267613
"6171",6171,7403228
"6172",6172,5196711.1203581
"6173",6173,4317228.54108712
"6174",6174,3368986.8
"6175",6175,5115130
"6176",6176,4432830
"6177",6177,4313188
"6178",6178,5490075
"6179",6179,7491859
"6180",6180,9869681
"6181",6181,5032730
"6182",6182,13688337
"6183",6183,5246724.73333333
"6184",6184,2935992
"6185",6185,1792110
"6186",6186,2061997
"6187",6187,1944960
"6188",6188,1228295
"6189",6189,1088066
"6190",6190,1155468.5
"6191",6191,907444.5
"6192",6192,998175
"6193",6193,592850
"6194",6194,555622
"6195",6195,452732
"6196",6196,390802
"6197",6197,421956
"6198",6198,591072
"6199",6199,725161
"6200",6200,946143
"6201",6201,49115.7351929961
"6202",6202,158465.932186242
"6203",6203,267650.28670438
"6204",6204,377586.402696963
"6205",6205,487603.515422822
"6206",6206,602061.803369618
"6207",6207,870756.501897318
"6208",6208,852629.331977873
"6209",6209,1153084.5119639
"6210",6210,1441388.73076428
"6211",6211,1921917.90050063
"6212",6212,1917110
"6213",6213,2377482
"6214",6214,1867456
"6215",6215,2901219
"6216",6216,2742720
"6217",6217,3270106
"6218",6218,20138604
"6219",6219,1662519
"6220",6220,6125247
"6221",6221,4844252
"6222",6222,6388290.39812342
"6223",6223,9306587.4920474
"6224",6224,4757668.27982931
"6225",6225,5549158.35595238
"6226",6226,4839888.95
"6227",6227,6431145
"6228",6228,13714928.4142858
"6229",6229,34277036.5912699
"6230",6230,7438547.57777778
"6231",6231,22239454.25
"6232",6232,7587691
"6233",6233,15845708
"6234",6234,6198188
"6235",6235,4797245
"6236",6236,4673914
"6237",6237,3156461
"6238",6238,2099513
"6239",6239,1531888
"6240",6240,991286.168604559
"6241",6241,839562.75141265
"6242",6242,945547.279075271
"6243",6243,545480.955703724
"6244",6244,465433.461831212
"6245",6245,446032.652302125
"6246",6246,417431.24761772
"6247",6247,382439.718296873
"6248",6248,341672.90942493
"6249",6249,321778.13438567
"6250",6250,389072.820279003
"6251",6251,285257.45155132
"6252",6252,384139.118722063
"6253",6253,356336.856485211
"6254",6254,424436.882979652
"6255",6255,803600.977259572
"6256",6256,1110929.34192902
"6257",6257,1868133.2466577
"6258",6258,2134785.12017647
"6259",6259,2705476.24526371
"6260",6260,2454350.53962619
